frame,time_s,oid,class,point_type,x,y,x_norm,y_norm,bbox_w,bbox_h,bbox_w_norm,bbox_h_norm,speed_px_per_s
188,7.833333333333333,2,player,foot,1860.6650390625,744.1144409179688,0.48454818725585935,0.34449742635091146,151.0,376.0,0.039322916666666666,0.17407407407407408,
188,7.833333333333333,3,ball,center,1730.5,498.5,0.45065104166666664,0.23078703703703704,35.0,33.0,0.009114583333333334,0.015277777777777777,198.63534428696218
189,7.875,0,player,foot,1245.995361328125,467.98291015625,0.3244779586791992,0.2166587547019676,62.0,223.0,0.016145833333333335,0.10324074074074074,
189,7.875,1,player,foot,2332.37255859375,409.78656005859375,0.607388687133789,0.18971600002712674,59.0,165.0,0.015364583333333333,0.0763888888888889,
189,7.875,2,player,foot,1837.9654541015625,748.880126953125,0.4786368370056152,0.3467037624782986,170.0,371.0,0.044270833333333336,0.17175925925925925,
189,7.875,3,ball,center,1722.5,498.0,0.4485677083333333,0.23055555555555557,37.0,30.0,0.009635416666666667,0.013888888888888888,192.37463450257678
190,7.916666666666667,0,player,foot,1250.19677734375,467.3880615234375,0.3255720774332682,0.21638336181640624,53.0,224.0,0.013802083333333333,0.1037037037037037,
190,7.916666666666667,1,player,foot,2333.7607421875,410.15057373046875,0.6077501932779948,0.189884524875217,58.0,167.0,0.015104166666666667,0.07731481481481481,
190,7.916666666666667,2,player,foot,1816.67578125,754.0160522460938,0.4730926513671875,0.34908150566948787,187.0,370.0,0.04869791666666667,0.1712962962962963,
190,7.916666666666667,3,ball,center,1718.0,495.0,0.4473958333333333,0.22916666666666666,36.0,34.0,0.009375,0.01574074074074074,129.79984591670362
191,7.958333333333333,0,player,foot,1253.1376953125,466.97161865234375,0.32633794148763023,0.21619056419089988,54.0,226.0,0.0140625,0.10462962962962963,
191,7.958333333333333,1,player,foot,2335.33251953125,410.4053955078125,0.6081595102945964,0.19000249792028356,68.0,166.0,0.017708333333333333,0.07685185185185185,
191,7.958333333333333,2,player,foot,1801.77294921875,757.6112060546875,0.46921170552571617,0.350745928729022,162.0,365.0,0.0421875,0.16898148148148148,
191,7.958333333333333,3,ball,center,1707.0,493.5,0.44453125,0.22847222222222222,30.0,33.0,0.0078125,0.015277777777777777,266.4432397340942
192,8.0,0,player,foot,1254.29638671875,466.08013916015625,0.32663968404134114,0.21577784220377605,57.0,223.0,0.01484375,0.10324074074074074,
192,8.0,1,player,foot,2347.23291015625,411.7837829589844,0.6112585703531901,0.19064064025878907,73.0,172.0,0.019010416666666665,0.07962962962962963,
192,8.0,2,player,foot,1791.64111328125,760.1278076171875,0.46657320658365886,0.3519110220449942,137.0,365.0,0.03567708333333333,0.16898148148148148,
193,8.041666666666666,0,player,foot,1255.107421875,465.1561279296875,0.32685089111328125,0.21535005922670716,73.0,225.0,0.019010416666666665,0.10416666666666667,
193,8.041666666666666,1,player,foot,2357.6630859375,413.3486633300781,0.6139747619628906,0.1913651219120732,79.0,171.0,0.020572916666666666,0.07916666666666666,
193,8.041666666666666,2,player,foot,1784.248779296875,762.189453125,0.46464811960856117,0.3528654875578704,150.0,370.0,0.0390625,0.1712962962962963,
194,8.083333333333334,0,player,foot,1257.4752197265625,464.20928955078125,0.32746750513712564,0.2149117081253617,90.0,224.0,0.0234375,0.1037037037037037,
194,8.083333333333334,1,player,foot,2366.01416015625,414.4440612792969,0.6161495208740234,0.19187225059226706,75.0,170.0,0.01953125,0.0787037037037037,
194,8.083333333333334,2,player,foot,1775.174072265625,763.632568359375,0.4622849146525065,0.3535335964626736,165.0,376.0,0.04296875,0.17407407407407408,
195,8.125,0,player,foot,1260.03271484375,463.5465087890625,0.3281335194905599,0.21460486518012153,99.0,222.0,0.02578125,0.10277777777777777,
195,8.125,1,player,foot,2371.10986328125,415.2108459472656,0.6174765268961588,0.19222724349410444,73.0,169.0,0.019010416666666665,0.07824074074074074,
195,8.125,2,player,foot,1747.9718017578125,768.8427734375,0.455200990041097,0.35594572844328703,180.0,394.0,0.046875,0.1824074074074074,
196,8.166666666666666,0,player,foot,1262.4228515625,462.18255615234375,0.32875595092773435,0.21397340562608508,101.0,218.0,0.026302083333333334,0.10092592592592593,
196,8.166666666666666,1,player,foot,2373.77685546875,415.7475891113281,0.6181710561116537,0.19247573569968895,66.0,169.0,0.0171875,0.07824074074074074,
196,8.166666666666666,2,player,foot,1716.480224609375,776.68994140625,0.44700005849202473,0.35957867657696757,185.0,408.0,0.048177083333333336,0.18888888888888888,
196,8.166666666666666,3,ball,center,1685.0,486.0,0.4388020833333333,0.225,24.0,32.0,0.00625,0.014814814814814815,111.56773727202682
197,8.208333333333334,0,player,foot,1264.696044921875,460.3277587890625,0.3293479283650716,0.21311470314308448,95.0,215.0,0.024739583333333332,0.09953703703703703,
197,8.208333333333334,1,player,foot,2375.94384765625,416.4233093261719,0.6187353769938151,0.192788569132487,61.0,170.0,0.015885416666666666,0.0787037037037037,
197,8.208333333333334,2,player,foot,1686.9361572265625,783.3829345703125,0.4393062909444173,0.36267728452329284,182.0,406.0,0.04739583333333333,0.18796296296296297,
197,8.208333333333334,3,ball,center,1675.0,483.5,0.4361979166666667,0.2238425925925926,34.0,33.0,0.008854166666666666,0.015277777777777777,247.38633753705966
198,8.25,0,player,foot,1287.88720703125,457.8294372558594,0.33538729349772134,0.2119580728036386,83.0,209.0,0.021614583333333333,0.09675925925925925,
198,8.25,1,player,foot,2378.360595703125,416.89630126953125,0.6193647384643555,0.19300754688404226,58.0,165.0,0.015104166666666667,0.0763888888888889,
198,8.25,2,player,foot,1661.305419921875,789.8680419921875,0.43263161977132164,0.3656796490704572,169.0,404.0,0.04401041666666667,0.18703703703703703,
198,8.25,3,ball,center,1670.0,481.5,0.4348958333333333,0.22291666666666668,36.0,33.0,0.009375,0.015277777777777777,129.24395537122808
199,8.291666666666666,0,player,foot,1304.12109375,456.0805969238281,0.3396148681640625,0.2111484245017723,72.0,206.0,0.01875,0.09537037037037037,
199,8.291666666666666,1,player,foot,2379.452392578125,417.52740478515625,0.61964906056722,0.19329972443757235,63.0,167.0,0.01640625,0.07731481481481481,
199,8.291666666666666,2,player,foot,1642.61376953125,794.4075927734375,0.42776400248209634,0.36778129295066553,171.0,399.0,0.04453125,0.18472222222222223,
199,8.291666666666666,3,ball,center,1665.5,480.5,0.4337239583333333,0.2224537037037037,31.0,31.0,0.008072916666666667,0.014351851851851852,110.63453348751464
200,8.333333333333334,0,player,foot,1315.7847900390625,454.8564147949219,0.34265228907267253,0.21058167351616752,72.0,204.0,0.01875,0.09444444444444444,
200,8.333333333333334,1,player,foot,2381.566650390625,418.2691650390625,0.6201996485392253,0.19364313196252894,68.0,171.0,0.017708333333333333,0.07916666666666666,
200,8.333333333333334,2,player,foot,1629.6795654296875,797.5853271484375,0.42439572016398114,0.36925246627242475,111.0,399.0,0.02890625,0.18472222222222223,
200,8.333333333333334,3,ball,center,1658.5,479.0,0.43190104166666665,0.22175925925925927,33.0,32.0,0.00859375,0.014814814814814815,171.81385275931623
201,8.375,0,player,foot,1324.54931640625,454.89947509765625,0.3449347178141276,0.21060160884150753,89.0,206.0,0.023177083333333334,0.09537037037037037,
201,8.375,1,player,foot,2397.5966796875,419.08843994140625,0.6243741353352864,0.1940224258987992,76.0,172.0,0.019791666666666666,0.07962962962962963,
201,8.375,2,player,foot,1620.775634765625,799.8096923828125,0.42207698822021483,0.3702822649920428,129.0,404.0,0.03359375,0.18703703703703703,
201,8.375,3,ball,center,1655.0,478.0,0.4309895833333333,0.2212962962962963,32.0,30.0,0.008333333333333333,0.013888888888888888,87.36131867136622
202,8.416666666666666,0,player,foot,1330.08447265625,454.0296325683594,0.3463761647542318,0.21019890396683305,93.0,205.0,0.02421875,0.09490740740740741,
202,8.416666666666666,1,player,foot,2411.517578125,420.5619201660156,0.6279993693033854,0.19470459266945167,81.0,174.0,0.02109375,0.08055555555555556,
202,8.416666666666666,2,player,foot,1614.3929443359375,801.3667602539062,0.4204148292541504,0.3710031297471788,150.0,409.0,0.0390625,0.18935185185185185,
202,8.416666666666666,3,ball,center,1648.5,476.5,0.429296875,0.22060185185185185,33.0,29.0,0.00859375,0.013425925925925926,160.099968769516
203,8.458333333333334,0,player,foot,1334.5592041015625,453.4207458496094,0.3475414594014486,0.20991701196741175,88.0,204.0,0.022916666666666665,0.09444444444444444,
203,8.458333333333334,1,player,foot,2423.062255859375,422.193359375,0.6310057957967122,0.19545988859953703,85.0,171.0,0.022135416666666668,0.07916666666666666,
203,8.458333333333334,2,player,foot,1610.0750732421875,802.4567260742188,0.41929038365681964,0.3715077435528791,169.0,415.0,0.04401041666666667,0.19212962962962962,
203,8.458333333333334,3,ball,center,1643.5,474.5,0.42799479166666665,0.2196759259259259,33.0,31.0,0.00859375,0.014351851851851852,129.24395537122808
204,8.5,0,player,foot,1338.741455078125,452.69451904296875,0.3486305872599284,0.20958079585322628,89.0,208.0,0.023177083333333334,0.0962962962962963,
204,8.5,1,player,foot,2431.1435546875,423.3353271484375,0.6331103006998698,0.19598857738353587,87.0,170.0,0.02265625,0.0787037037037037,
204,8.5,2,player,foot,1606.4525146484375,803.2197265625,0.4183470090230306,0.3718609845196759,183.0,413.0,0.04765625,0.1912037037037037,
204,8.5,3,ball,center,1640.0,473.5,0.4270833333333333,0.21921296296296297,32.0,31.0,0.008333333333333333,0.014351851851851852,87.36131867136622
205,8.541666666666666,0,player,foot,1342.718994140625,452.1861572265625,0.3496664047241211,0.2093454431604456,93.0,210.0,0.02421875,0.09722222222222222,
205,8.541666666666666,1,player,foot,2436.80029296875,423.834716796875,0.6345834096272787,0.19621977629484955,75.0,166.0,0.01953125,0.07685185185185185,
205,8.541666666666666,2,player,foot,1561.3167724609375,803.7537841796875,0.4065929094950358,0.372108233416522,192.0,408.0,0.05,0.18888888888888888,
205,8.541666666666666,3,ball,center,1634.5,472.0,0.4256510416666667,0.21851851851851853,31.0,30.0,0.008072916666666667,0.013888888888888888,136.82105101189654
206,8.583333333333334,0,player,foot,1346.4033203125,451.830322265625,0.3506258646647135,0.20918070475260417,93.0,213.0,0.02421875,0.09861111111111111,
206,8.583333333333334,1,player,foot,2440.76025390625,424.48431396484375,0.6356146494547527,0.1965205157244647,64.0,166.0,0.016666666666666666,0.07685185185185185,
206,8.583333333333334,2,player,foot,1524.621826171875,806.82763671875,0.3970369338989258,0.3735313132957176,207.0,407.0,0.05390625,0.1884259259259259,
206,8.583333333333334,3,ball,center,1630.0,470.0,0.4244791666666667,0.2175925925925926,32.0,32.0,0.008333333333333333,0.014814814814814815,118.18629362155325
207,8.625,0,player,foot,1349.582275390625,451.2812194824219,0.35145371754964194,0.20892649050112125,111.0,212.0,0.02890625,0.09814814814814815,
207,8.625,1,player,foot,2442.0322265625,424.93902587890625,0.6359458923339844,0.19673103049949364,62.0,166.0,0.016145833333333335,0.07685185185185185,
207,8.625,2,player,foot,1496.685302734375,809.579345703125,0.3897617975870768,0.37480525264033565,222.0,402.0,0.0578125,0.18611111111111112,
207,8.625,3,ball,center,1626.5,469.5,0.42356770833333335,0.21736111111111112,33.0,31.0,0.00859375,0.014351851851851852,84.8528137423857
208,8.666666666666666,0,player,foot,1376.7076416015625,451.19683837890625,0.3585176150004069,0.20888742517541956,105.0,210.0,0.02734375,0.09722222222222222,
208,8.666666666666666,1,player,foot,2443.5224609375,425.25732421875,0.636333974202474,0.1968783908420139,63.0,168.0,0.01640625,0.07777777777777778,
208,8.666666666666666,2,player,foot,1479.0797119140625,811.5054931640625,0.38517700831095375,0.3756969875759549,178.0,401.0,0.04635416666666667,0.18564814814814815,
208,8.666666666666666,3,ball,center,1622.0,468.0,0.42239583333333336,0.21666666666666667,32.0,30.0,0.008333333333333333,0.013888888888888888,113.84199576606166
209,8.708333333333334,0,player,foot,1395.6953125,451.13775634765625,0.36346232096354164,0.2088600723831742,94.0,205.0,0.024479166666666666,0.09490740740740741,
209,8.708333333333334,1,player,foot,2447.565673828125,426.380126953125,0.6373868942260742,0.19739820692274307,72.0,170.0,0.01875,0.0787037037037037,
209,8.708333333333334,2,player,foot,1464.055908203125,812.8538208007812,0.3812645594278971,0.376321213333695,149.0,403.0,0.038802083333333334,0.1865740740740741,
209,8.708333333333334,3,ball,center,1617.5,466.5,0.4212239583333333,0.21597222222222223,31.0,29.0,0.008072916666666667,0.013425925925925926,113.84199576606166
210,8.75,0,player,foot,1408.38671875,451.096435546875,0.3667673746744792,0.2088409423828125,105.0,202.0,0.02734375,0.09351851851851851,
210,8.75,1,player,foot,2456.095947265625,428.06610107421875,0.6396083196004232,0.1981787504973235,73.0,175.0,0.019010416666666665,0.08101851851851852,
210,8.75,2,player,foot,1446.339111328125,814.6976928710938,0.3766508102416992,0.37717485781069154,145.0,412.0,0.037760416666666664,0.19074074074074074,
210,8.75,3,ball,center,1613.5,465.5,0.42018229166666665,0.21550925925925926,33.0,29.0,0.00859375,0.013425925925925926,38.05949803432778
211,8.791666666666666,0,player,foot,1417.5706787109375,451.0675048828125,0.36915903091430663,0.20882754855685765,106.0,198.0,0.027604166666666666,0.09166666666666666,
211,8.791666666666666,1,player,foot,2463.8671875,430.4462890625,0.641632080078125,0.19928068938078702,75.0,177.0,0.01953125,0.08194444444444444,
211,8.791666666666666,2,player,foot,1434.537353515625,815.08837890625,0.37357743581136066,0.37735573097511577,163.0,417.0,0.04244791666666667,0.19305555555555556,
211,8.791666666666666,3,ball,center,1610.5,464.5,0.41940104166666664,0.2150462962962963,33.0,29.0,0.00859375,0.013425925925925926,75.8946638440411
212,8.833333333333334,0,player,foot,1423.99951171875,451.0472412109375,0.3708332061767578,0.20881816722728588,103.0,198.0,0.026822916666666665,0.09166666666666666,
212,8.833333333333334,1,player,foot,2469.906982421875,432.1124267578125,0.64320494333903,0.2000520494249132,79.0,175.0,0.020572916666666666,0.08101851851851852,
212,8.833333333333334,2,player,foot,1395.6761474609375,820.161865234375,0.3634573300679525,0.37970456723813656,183.0,437.0,0.04765625,0.2023148148148148,
212,8.833333333333334,3,ball,center,1605.5,464.0,0.4180989583333333,0.21481481481481482,29.0,28.0,0.007552083333333333,0.012962962962962963,120.59850745345068
213,8.875,0,player,foot,1427.899658203125,450.7330627441406,0.37184886932373046,0.20867271423339845,93.0,200.0,0.02421875,0.09259259259259259,
213,8.875,1,player,foot,2473.8349609375,433.2786865234375,0.6442278544108073,0.20059198450159144,71.0,172.0,0.018489583333333334,0.07962962962962963,
213,8.875,2,player,foot,1356.4732666015625,824.61328125,0.3532482465108236,0.38176540798611114,200.0,440.0,0.052083333333333336,0.2037037037037037,
213,8.875,3,ball,center,1600.5,463.0,0.416796875,0.21435185185185185,29.0,28.0,0.007552083333333333,0.012962962962962963,122.37646832622683
214,8.916666666666666,0,player,foot,1432.27978515625,450.81317138671875,0.3729895273844401,0.20870980156792535,92.0,203.0,0.023958333333333335,0.09398148148148149,
214,8.916666666666666,1,player,foot,2476.58447265625,434.0950927734375,0.6449438730875651,0.2009699503580729,67.0,169.0,0.017447916666666667,0.07824074074074074,
214,8.916666666666666,2,player,foot,1323.9312744140625,828.029296875,0.3447737693786621,0.3833468967013889,207.0,434.0,0.05390625,0.20092592592592592,
214,8.916666666666666,3,ball,center,1597.5,461.5,0.416015625,0.2136574074074074,31.0,29.0,0.008072916666666667,0.013425925925925926,80.49844718999243
215,8.958333333333334,0,player,foot,1435.19580078125,450.5692138671875,0.37374890645345055,0.20859685827184607,101.0,204.0,0.026302083333333334,0.09444444444444444,
215,8.958333333333334,1,player,foot,2479.109130859375,434.66656494140625,0.6456013361612956,0.2012345208062066,62.0,169.0,0.016145833333333335,0.07824074074074074,
215,8.958333333333334,2,player,foot,1293.951904296875,831.6204833984375,0.3369666417439779,0.3850094830548322,207.0,429.0,0.05390625,0.1986111111111111,
215,8.958333333333334,3,ball,center,1593.0,461.0,0.41484375,0.21342592592592594,32.0,30.0,0.008333333333333333,0.013888888888888888,108.66462165764901
216,9.0,0,player,foot,1437.537109375,450.09844970703125,0.3743586222330729,0.20837891190140337,116.0,207.0,0.030208333333333334,0.09583333333333334,
216,9.0,1,player,foot,2483.2763671875,435.6666259765625,0.6466865539550781,0.20169751202618635,63.0,171.0,0.01640625,0.07916666666666666,
216,9.0,2,player,foot,1272.0662841796875,834.1343383789062,0.331267261505127,0.3861733048050492,177.0,425.0,0.04609375,0.19675925925925927,
216,9.0,3,ball,center,1590.0,459.0,0.4140625,0.2125,32.0,30.0,0.008333333333333333,0.013888888888888888,86.53323061113574
217,9.041666666666666,0,player,foot,1471.8759765625,449.7689208984375,0.38330103556315104,0.20822635226779515,134.0,208.0,0.034895833333333334,0.0962962962962963,
217,9.041666666666666,1,player,foot,2483.493408203125,436.066650390625,0.6467430750528972,0.20188270851417825,69.0,172.0,0.01796875,0.07962962962962963,
217,9.041666666666666,2,player,foot,1256.4464111328125,835.89404296875,0.3271995862325033,0.3869879828559028,168.0,426.0,0.04375,0.19722222222222222,
217,9.041666666666666,3,ball,center,1584.5,457.5,0.41263020833333336,0.21180555555555555,31.0,31.0,0.008072916666666667,0.014351851851851852,136.82105101189654
218,9.083333333333334,0,player,foot,1498.3131103515625,451.0382385253906,0.3901857058207194,0.20881399931731048,130.0,210.0,0.033854166666666664,0.09722222222222222,
218,9.083333333333334,1,player,foot,2496.245361328125,437.8466491699219,0.6500638961791992,0.202706782023112,75.0,178.0,0.01953125,0.0824074074074074,
218,9.083333333333334,2,player,foot,1245.21240234375,837.1257934570312,0.32427406311035156,0.38755823771158854,157.0,430.0,0.04088541666666667,0.19907407407407407,
218,9.083333333333334,3,ball,center,1584.0,457.0,0.4125,0.21157407407407408,30.0,30.0,0.0078125,0.013888888888888888,16.970562748477143
219,9.125,0,player,foot,1518.919189453125,454.02679443359375,0.395551872253418,0.21019759001555266,119.0,211.0,0.030989583333333334,0.09768518518518518,
219,9.125,1,player,foot,2508.171875,439.6926574707031,0.6531697591145833,0.2035614154956959,79.0,180.0,0.020572916666666666,0.08333333333333333,
219,9.125,2,player,foot,1237.4986572265625,837.988037109375,0.32226527531941734,0.3879574245876736,175.0,438.0,0.045572916666666664,0.20277777777777778,
219,9.125,3,ball,center,1582.0,456.0,0.4119791666666667,0.2111111111111111,28.0,30.0,0.007291666666666667,0.013888888888888888,53.665631459994955
220,9.166666666666666,0,player,foot,1533.3433837890625,455.8187561035156,0.39930817286173503,0.21102720189977575,113.0,209.0,0.029427083333333333,0.09675925925925925,
220,9.166666666666666,1,player,foot,2518.0205078125,442.48486328125,0.6557345072428385,0.2048541033709491,86.0,184.0,0.022395833333333334,0.08518518518518518,
220,9.166666666666666,2,player,foot,1231.6490478515625,838.5916137695312,0.3207419395446777,0.38823685822663484,195.0,443.0,0.05078125,0.2050925925925926,
220,9.166666666666666,3,ball,center,1574.5,455.0,0.4100260416666667,0.21064814814814814,33.0,28.0,0.00859375,0.012962962962962963,181.59295140505867
221,9.208333333333334,0,player,foot,1543.4403076171875,457.37310791015625,0.40193758010864256,0.21174680921766492,118.0,206.0,0.030729166666666665,0.09537037037037037,
221,9.208333333333334,1,player,foot,2525.514404296875,445.0394287109375,0.6576860427856446,0.20603677255135996,91.0,184.0,0.023697916666666666,0.08518518518518518,
221,9.208333333333334,2,player,foot,1227.2542724609375,839.0140991210938,0.3195974667867025,0.38843245329680265,214.0,445.0,0.05572916666666667,0.20601851851851852,
221,9.208333333333334,3,ball,center,1582.5,454.0,0.412109375,0.2101851851851852,27.0,30.0,0.00703125,0.013888888888888888,193.49418595916518
222,9.25,0,player,foot,1553.208251953125,458.76116943359375,0.404481315612793,0.21238943029333043,128.0,208.0,0.03333333333333333,0.0962962962962963,
222,9.25,1,player,foot,2530.76025390625,446.82757568359375,0.6590521494547527,0.20686461837203415,91.0,181.0,0.023697916666666666,0.0837962962962963,
222,9.25,2,player,foot,1223.8780517578125,839.3098754882812,0.31871824264526366,0.3885693868001302,240.0,440.0,0.0625,0.2037037037037037,
222,9.25,3,ball,center,1660.0,444.0,0.4322916666666667,0.20555555555555555,28.0,26.0,0.007291666666666667,0.012037037037037037,1875.4199529705343
223,9.291666666666666,0,player,foot,1560.645751953125,459.7328186035156,0.4064181645711263,0.21283926787199797,104.0,209.0,0.027083333333333334,0.09675925925925925,
223,9.291666666666666,1,player,foot,2534.132080078125,448.07928466796875,0.6599302291870117,0.20744411327220774,78.0,182.0,0.0203125,0.08425925925925926,
223,9.291666666666666,2,player,foot,1218.8145751953125,839.2169189453125,0.31739962895711266,0.3885263513635706,252.0,430.0,0.065625,0.19907407407407407,
223,9.291666666666666,3,ball,center,1739.0,433.5,0.45286458333333335,0.20069444444444445,28.0,29.0,0.007291666666666667,0.013425925925925926,1912.6735215399412
224,9.333333333333334,0,player,foot,1565.85205078125,460.4129638671875,0.4077739715576172,0.21315414993851273,132.0,211.0,0.034375,0.09768518518518518,
224,9.333333333333334,1,player,foot,2535.29248046875,449.2554931640625,0.660232416788737,0.20798865424262153,72.0,182.0,0.01875,0.08425925925925926,
224,9.333333333333334,2,player,foot,1178.670166015625,838.5518798828125,0.30694535573323567,0.3882184629087095,249.0,422.0,0.06484375,0.19537037037037036,
224,9.333333333333334,3,ball,center,1820.0,425.5,0.4739583333333333,0.19699074074074074,28.0,31.0,0.007291666666666667,0.014351851851851852,1953.4584715319647
225,9.375,0,player,foot,1570.396484375,460.8890686035156,0.4089574178059896,0.2133745687979239,137.0,218.0,0.03567708333333333,0.10092592592592593,
225,9.375,1,player,foot,2536.70458984375,450.078857421875,0.6606001536051432,0.2083698413990162,69.0,182.0,0.01796875,0.08425925925925926,
225,9.375,2,player,foot,1151.76904296875,838.6863403320312,0.29993985493977865,0.3882807131166811,242.0,422.0,0.06302083333333333,0.19537037037037036,
225,9.375,3,ball,center,1901.5,418.5,0.49518229166666666,0.19375,29.0,31.0,0.007552083333333333,0.014351851851851852,1963.201466992117
226,9.416666666666666,0,player,foot,1573.5775146484375,459.42236328125,0.4097858111063639,0.21269553855613427,145.0,217.0,0.037760416666666664,0.10046296296296296,
226,9.416666666666666,1,player,foot,2539.193359375,451.5552062988281,0.6612482706705729,0.20905333624945746,73.0,185.0,0.019010416666666665,0.08564814814814815,
226,9.416666666666666,2,player,foot,1132.038330078125,838.48046875,0.29480164845784507,0.38818540219907405,204.0,422.0,0.053125,0.19537037037037036,
226,9.416666666666666,3,ball,center,1987.0,413.0,0.5174479166666667,0.1912037037037037,32.0,28.0,0.008333333333333333,0.012962962962962963,2056.241230984341
227,9.458333333333334,0,player,foot,1580.3043212890625,455.09564208984375,0.4115375836690267,0.2106924268934462,141.0,211.0,0.03671875,0.09768518518518518,
227,9.458333333333334,1,player,foot,2545.58544921875,453.7886657714844,0.6629128774007161,0.2100873452645761,80.0,192.0,0.020833333333333332,0.08888888888888889,
227,9.458333333333334,2,player,foot,1117.6268310546875,838.036376953125,0.29104865392049156,0.3879798041449653,177.0,426.0,0.04609375,0.19722222222222222,
227,9.458333333333334,3,ball,center,2073.5,409.0,0.5399739583333333,0.18935185185185185,31.0,30.0,0.008072916666666667,0.013888888888888888,2078.2184678228614
228,9.5,0,player,foot,1588.9130859375,450.866943359375,0.41377944946289064,0.20873469599971065,134.0,212.0,0.034895833333333334,0.09814814814814815,
228,9.5,1,player,foot,2552.909912109375,455.6520690917969,0.6648202896118164,0.210950031986943,82.0,191.0,0.021354166666666667,0.08842592592592592,
228,9.5,2,player,foot,1086.23876953125,838.9254150390625,0.28287467956542967,0.3883913958514178,190.0,438.0,0.049479166666666664,0.20277777777777778,
228,9.5,3,ball,center,2163.0,408.0,0.56328125,0.18888888888888888,30.0,30.0,0.0078125,0.013888888888888888,2148.1340740279693
229,9.541666666666666,0,player,foot,1596.7391357421875,446.4068603515625,0.41581748326619467,0.20666984275535302,130.0,207.0,0.033854166666666664,0.09583333333333334,
229,9.541666666666666,1,player,foot,2558.636962890625,457.55645751953125,0.6663117090861003,0.2118316932960793,84.0,192.0,0.021875,0.08888888888888889,
229,9.541666666666666,2,player,foot,1052.1171875,838.6478271484375,0.27398885091145836,0.38826288293909145,205.0,443.0,0.053385416666666664,0.2050925925925926,
229,9.541666666666666,3,ball,center,2254.0,411.5,0.5869791666666667,0.19050925925925927,32.0,31.0,0.008333333333333333,0.014351851851851852,2185.6147876512914
230,9.583333333333334,0,player,foot,1605.2174072265625,443.2847900390625,0.4180253664652506,0.2052244398328993,128.0,205.0,0.03333333333333333,0.09490740740740741,
230,9.583333333333334,1,player,foot,2562.64599609375,458.8895263671875,0.667355728149414,0.21244885479962383,76.0,189.0,0.019791666666666666,0.0875,
230,9.583333333333334,2,player,foot,1019.08203125,837.553466796875,0.2653859456380208,0.38775623462818287,226.0,443.0,0.058854166666666666,0.2050925925925926,
230,9.583333333333334,3,ball,center,2347.0,413.5,0.6111979166666667,0.19143518518518518,32.0,31.0,0.008333333333333333,0.014351851851851852,2232.5160693710586
231,9.625,0,player,foot,1613.55224609375,443.4993591308594,0.4201958974202474,0.20532377737539786,128.0,212.0,0.03333333333333333,0.09814814814814815,
231,9.625,1,player,foot,2565.752197265625,459.52264404296875,0.6681646347045899,0.21274196483470775,69.0,187.0,0.01796875,0.08657407407407407,
231,9.625,2,player,foot,993.5574340820312,836.4874267578125,0.258738915125529,0.38726269757306137,242.0,442.0,0.06302083333333333,0.20462962962962963,
231,9.625,3,ball,center,2441.0,419.0,0.6356770833333333,0.19398148148148148,30.0,30.0,0.0078125,0.013888888888888888,2259.858402643847
232,9.666666666666666,0,player,foot,1616.986572265625,449.049560546875,0.4210902531941732,0.20789331506799769,132.0,226.0,0.034375,0.10462962962962963,
232,9.666666666666666,1,player,foot,2567.926513671875,460.2658386230469,0.6687308629353841,0.21308603639955873,68.0,188.0,0.017708333333333333,0.08703703703703704,
232,9.666666666666666,2,player,foot,973.440185546875,836.0411987304688,0.2535000483194987,0.38705611052336514,255.0,439.0,0.06640625,0.20324074074074075,
232,9.666666666666666,3,ball,center,2538.5,427.5,0.6610677083333333,0.19791666666666666,31.0,31.0,0.008072916666666667,0.014351851851851852,2348.8754756265816
233,9.708333333333334,0,player,foot,1616.2406005859375,454.13470458984375,0.42089598973592124,0.21024754842122395,139.0,222.0,0.03619791666666667,0.10277777777777777,
233,9.708333333333334,1,player,foot,2571.8486328125,461.986083984375,0.6697522481282552,0.2138824462890625,72.0,194.0,0.01875,0.08981481481481482,
233,9.708333333333334,2,player,foot,958.608154296875,835.7288208007812,0.24963754018147785,0.3869114911114728,263.0,436.0,0.06848958333333334,0.20185185185185187,
233,9.708333333333334,3,ball,center,2635.0,433.5,0.6861979166666666,0.20069444444444445,38.0,39.0,0.009895833333333333,0.018055555555555554,2320.4723657048794
234,9.75,0,player,foot,1615.568359375,457.69427490234375,0.4207209269205729,0.21189549763997395,145.0,211.0,0.037760416666666664,0.09768518518518518,
234,9.75,1,player,foot,2572.794189453125,464.3902587890625,0.6699984868367513,0.21499549018012154,84.0,200.0,0.021875,0.09259259259259259,
234,9.75,2,player,foot,948.2257080078125,835.5101928710938,0.24693377812703451,0.3868102744773582,260.0,436.0,0.06770833333333333,0.20185185185185187,
234,9.75,3,ball,center,2734.0,450.5,0.7119791666666667,0.20856481481481481,38.0,39.0,0.009895833333333333,0.018055555555555554,2410.775808738755
235,9.791666666666666,0,player,foot,1614.7978515625,460.18597412109375,0.42052027384440105,0.21304906209309896,121.0,204.0,0.031510416666666666,0.09444444444444444,
235,9.791666666666666,1,player,foot,2585.755859375,466.6731872558594,0.6733739217122395,0.2160524015073423,89.0,201.0,0.023177083333333334,0.09305555555555556,
235,9.791666666666666,2,player,foot,940.6580200195312,835.3571166992188,0.24496302604675294,0.3867394058792679,258.0,436.0,0.0671875,0.20185185185185187,
