frame,time_s,oid,class,point_type,x,y,x_norm,y_norm,bbox_w,bbox_h,bbox_w_norm,bbox_h_norm,speed_px_per_s
46,1.9166666666666667,0,player,foot,965.2565307617188,567.4847412109375,0.2513688882191976,0.2627244172272859,137.0,280.0,0.03567708333333333,0.12962962962962962,
46,1.9166666666666667,1,player,foot,1407.43310546875,384.0069580078125,0.36651903788248696,0.17778099907769096,70.0,136.0,0.018229166666666668,0.06296296296296296,
46,1.9166666666666667,2,player,foot,2479.626953125,457.86700439453125,0.6457361857096354,0.21197546499746817,75.0,146.0,0.01953125,0.06759259259259259,
46,1.9166666666666667,3,ball,center,1544.0,424.0,0.40208333333333335,0.1962962962962963,26.0,24.0,0.0067708333333333336,0.011111111111111112,156.0
47,1.9583333333333333,0,player,foot,960.9796142578125,566.7393188476562,0.25025510787963867,0.26237931428132233,142.0,277.0,0.03697916666666667,0.12824074074074074,
47,1.9583333333333333,1,player,foot,1409.4031982421875,384.0048828125,0.36703208287556965,0.17778003833912037,75.0,136.0,0.01953125,0.06296296296296296,
47,1.9583333333333333,2,player,foot,2480.0390625,458.2069091796875,0.645843505859375,0.2121328283239294,77.0,146.0,0.020052083333333335,0.06759259259259259,
47,1.9583333333333333,3,ball,center,1551.5,423.0,0.40403645833333335,0.19583333333333333,27.0,24.0,0.00703125,0.011111111111111112,181.59295140505867
48,2.0,0,player,foot,936.0857543945312,569.217529296875,0.24377233187357586,0.26352663393373843,151.0,285.0,0.039322916666666666,0.13194444444444445,
48,2.0,1,player,foot,1432.3822021484375,384.30340576171875,0.3730161984761556,0.17791824340820311,79.0,141.0,0.020572916666666666,0.06527777777777778,
48,2.0,2,player,foot,2480.327392578125,458.4448547363281,0.64591859181722,0.2122429883038556,79.0,146.0,0.020572916666666666,0.06759259259259259,
48,2.0,3,ball,center,1557.0,420.0,0.40546875,0.19444444444444445,26.0,24.0,0.0067708333333333336,0.011111111111111112,150.3595690337
49,2.0416666666666665,0,player,foot,918.06005859375,571.55224609375,0.23907814025878907,0.26460752133969906,154.0,282.0,0.04010416666666667,0.13055555555555556,
49,2.0416666666666665,1,player,foot,1451.1676025390625,384.8123779296875,0.37790822982788086,0.17815387867115162,89.0,142.0,0.023177083333333334,0.06574074074074074,
49,2.0416666666666665,2,player,foot,2480.529296875,458.6114196777344,0.645971171061198,0.2123201017026548,72.0,147.0,0.01875,0.06805555555555555,
49,2.0416666666666665,3,ball,center,1563.0,419.0,0.40703125,0.19398148148148148,26.0,24.0,0.0067708333333333336,0.011111111111111112,145.98630072715727
50,2.0833333333333335,0,player,foot,905.1420288085938,573.1865844726562,0.23571407000223796,0.2653641594780816,158.0,276.0,0.04114583333333333,0.12777777777777777,
50,2.0833333333333335,1,player,foot,1464.6173095703125,385.16864013671875,0.38141075770060223,0.17831881487811052,79.0,139.0,0.020572916666666666,0.06435185185185185,
50,2.0833333333333335,2,player,foot,2480.5205078125,458.12799072265625,0.6459688822428385,0.21209629200122976,68.0,147.0,0.017708333333333333,0.06805555555555555,
50,2.0833333333333335,3,ball,center,1568.5,418.0,0.40846354166666665,0.1935185185185185,23.0,22.0,0.005989583333333334,0.010185185185185186,134.1640786499874
51,2.125,0,player,foot,895.6494140625,574.0305786132812,0.23324203491210938,0.2657548975061487,156.0,275.0,0.040625,0.12731481481481483,
51,2.125,1,player,foot,1474.632080078125,385.1180419921875,0.38401877085367836,0.1782953898111979,57.0,140.0,0.01484375,0.06481481481481481,
51,2.125,2,player,foot,2480.21435546875,458.38958740234375,0.645889155069987,0.21221740157515914,54.0,150.0,0.0140625,0.06944444444444445,
51,2.125,3,ball,center,1576.5,416.5,0.410546875,0.19282407407407406,21.0,21.0,0.00546875,0.009722222222222222,195.34584715319647
52,2.1666666666666665,0,player,foot,889.754638671875,574.92138671875,0.23170693715413412,0.26616730866608795,146.0,276.0,0.03802083333333333,0.12777777777777777,
52,2.1666666666666665,1,player,foot,1481.6424560546875,385.0826110839844,0.3858443895975749,0.17827898661295574,46.0,140.0,0.011979166666666667,0.06481481481481481,
52,2.1666666666666665,2,player,foot,2480.14990234375,458.5727233886719,0.6458723704020183,0.21230218675401474,53.0,151.0,0.013802083333333333,0.0699074074074074,
52,2.1666666666666665,3,ball,center,1580.5,415.0,0.41158854166666664,0.19212962962962962,25.0,24.0,0.006510416666666667,0.011111111111111112,102.52804494381036
53,2.2083333333333335,0,player,foot,885.6282958984375,575.5449829101562,0.23063236872355145,0.26645601060655383,144.0,279.0,0.0375,0.12916666666666668,
53,2.2083333333333335,1,player,foot,1486.849609375,385.0578308105469,0.3872004191080729,0.17826751426414209,42.0,140.0,0.0109375,0.06481481481481481,
53,2.2083333333333335,2,player,foot,2480.10498046875,458.700927734375,0.6458606719970703,0.21236154061776621,50.0,153.0,0.013020833333333334,0.07083333333333333,
53,2.2083333333333335,3,ball,center,1588.0,413.5,0.41354166666666664,0.19143518518518518,22.0,25.0,0.005729166666666666,0.011574074074074073,183.56470248934028
54,2.25,0,player,foot,883.039794921875,575.9814453125,0.22995827992757162,0.2666580765335648,139.0,284.0,0.03619791666666667,0.13148148148148148,
54,2.25,1,player,foot,1489.8946533203125,385.04046630859375,0.3879933993021647,0.17825947514286747,46.0,143.0,0.011979166666666667,0.06620370370370371,
54,2.25,2,player,foot,2480.37353515625,459.09063720703125,0.6459306081136068,0.21254196166992187,51.0,154.0,0.01328125,0.0712962962962963,
54,2.25,3,ball,center,1593.0,412.0,0.41484375,0.19074074074074074,24.0,22.0,0.00625,0.010185185185185186,125.2836781069266
55,2.2916666666666665,0,player,foot,881.077880859375,576.2869873046875,0.2294473648071289,0.26679953115957755,138.0,286.0,0.0359375,0.13240740740740742,
55,2.2916666666666665,1,player,foot,1492.92626953125,385.0283203125,0.3887828826904297,0.17825385199652777,50.0,147.0,0.013020833333333334,0.06805555555555555,
55,2.2916666666666665,2,player,foot,2481.46142578125,459.6634521484375,0.6462139129638672,0.21280715377242476,53.0,153.0,0.013802083333333333,0.07083333333333333,
55,2.2916666666666665,3,ball,center,1596.5,410.5,0.41575520833333335,0.1900462962962963,23.0,23.0,0.005989583333333334,0.010648148148148148,91.3892772703669
56,2.3333333333333335,0,player,foot,879.8544921875,576.5008544921875,0.22912877400716145,0.2668985437463831,133.0,286.0,0.03463541666666667,0.13240740740740742,
56,2.3333333333333335,1,player,foot,1495.9483642578125,385.0198059082031,0.38956988652547203,0.17824991014268662,65.0,150.0,0.016927083333333332,0.06944444444444445,
56,2.3333333333333335,2,player,foot,2481.9228515625,460.3644104003906,0.6463340759277344,0.21313167148166232,54.0,154.0,0.0140625,0.0712962962962963,
56,2.3333333333333335,3,ball,center,1602.0,410.0,0.4171875,0.18981481481481483,24.0,22.0,0.00625,0.010185185185185186,132.54433220624713
57,2.375,0,player,foot,878.2481689453125,576.650634765625,0.22871046066284179,0.26696788646556713,136.0,285.0,0.035416666666666666,0.13194444444444445,
57,2.375,1,player,foot,1499.2637939453125,385.01385498046875,0.39043327967325847,0.17824715508355035,78.0,153.0,0.0203125,0.07083333333333333,
57,2.375,2,player,foot,2482.24609375,460.2550964355469,0.6464182535807291,0.21308106316460504,57.0,149.0,0.01484375,0.06898148148148148,
57,2.375,3,ball,center,1609.5,407.5,0.419140625,0.1886574074074074,25.0,23.0,0.006510416666666667,0.010648148148148148,189.73665961010275
58,2.4166666666666665,0,player,foot,876.9736938476562,576.7554321289062,0.22837856610616047,0.26701640376338254,133.0,284.0,0.03463541666666667,0.13148148148148148,
58,2.4166666666666665,1,player,foot,1522.5845947265625,385.00970458984375,0.39650640487670896,0.17824523360640915,77.0,152.0,0.020052083333333335,0.07037037037037037,
58,2.4166666666666665,2,player,foot,2483.072265625,460.47857666015625,0.6466334025065105,0.21318452623155382,59.0,149.0,0.015364583333333333,0.06898148148148148,
58,2.4166666666666665,3,ball,center,1615.5,406.5,0.420703125,0.18819444444444444,27.0,23.0,0.00703125,0.010648148148148148,145.98630072715727
59,2.4583333333333335,0,player,foot,876.0816040039062,576.52880859375,0.2281462510426839,0.26691148546006943,139.0,283.0,0.03619791666666667,0.1310185185185185,
59,2.4583333333333335,1,player,foot,1540.1092529296875,385.6067810058594,0.40107011795043945,0.17852165787308305,67.0,150.0,0.017447916666666667,0.06944444444444445,
59,2.4583333333333335,2,player,foot,2484.8505859375,460.635009765625,0.6470965067545573,0.21325694896556713,60.0,150.0,0.015625,0.06944444444444445,
59,2.4583333333333335,3,ball,center,1619.5,404.5,0.4217447916666667,0.18726851851851853,25.0,23.0,0.006510416666666667,0.010648148148148148,107.33126291998991
60,2.5,0,player,foot,875.4571533203125,576.3701782226562,0.2279836336771647,0.26683804547345197,140.0,283.0,0.036458333333333336,0.1310185185185185,
60,2.5,1,player,foot,1552.37646484375,386.0247497558594,0.4042647043863932,0.17871516192400896,51.0,149.0,0.01328125,0.06898148148148148,
60,2.5,2,player,foot,2487.4453125,461.344482421875,0.647772216796875,0.21358540852864583,62.0,152.0,0.016145833333333335,0.07037037037037037,
60,2.5,3,ball,center,1625.0,403.5,0.4231770833333333,0.18680555555555556,24.0,21.0,0.00625,0.009722222222222222,9.31743066301844
61,2.5416666666666665,0,player,foot,875.3200073242188,576.2590942382812,0.2279479185740153,0.266786617702908,140.0,283.0,0.036458333333333336,0.1310185185185185,
61,2.5416666666666665,1,player,foot,1560.9635009765625,386.31732177734375,0.40650091171264646,0.17885061193395543,47.0,147.0,0.012239583333333333,0.06805555555555555,
61,2.5416666666666665,2,player,foot,2490.61181640625,461.84112548828125,0.6485968271891276,0.2138153358742043,64.0,153.0,0.016666666666666666,0.07083333333333333,
61,2.5416666666666665,3,ball,center,1630.0,403.0,0.4244791666666667,0.1865740740740741,24.0,22.0,0.00625,0.010185185185185186,120.59850745345068
62,2.5833333333333335,0,player,foot,875.2239990234375,576.1813354492188,0.22792291641235352,0.2667506182635272,138.0,283.0,0.0359375,0.1310185185185185,
62,2.5833333333333335,1,player,foot,1566.37451171875,386.5221252441406,0.4079100290934245,0.1789454283537688,47.0,144.0,0.012239583333333333,0.06666666666666667,
62,2.5833333333333335,2,player,foot,2491.628173828125,461.58880615234375,0.6488615036010742,0.21369852136682582,66.0,154.0,0.0171875,0.0712962962962963,
62,2.5833333333333335,3,ball,center,1637.5,401.0,0.4264322916666667,0.18564814814814815,21.0,20.0,0.00546875,0.009259259259259259,186.29009635512028
63,2.625,0,player,foot,875.456787109375,576.126953125,0.22798353830973309,0.26672544126157405,145.0,283.0,0.037760416666666664,0.1310185185185185,
63,2.625,1,player,foot,1570.76220703125,387.2655029296875,0.4090526580810547,0.17928958468967013,47.0,148.0,0.012239583333333333,0.06851851851851852,
63,2.625,2,player,foot,2497.439697265625,463.212158203125,0.6503749211629232,0.2144500732421875,70.0,162.0,0.018229166666666668,0.075,
63,2.625,3,ball,center,1642.5,400.5,0.427734375,0.18541666666666667,21.0,21.0,0.00546875,0.009722222222222222,120.59850745345068
64,2.6666666666666665,0,player,foot,875.3197631835938,575.788818359375,0.22794785499572753,0.2665688973885995,146.0,282.0,0.03802083333333333,0.13055555555555556,
64,2.6666666666666665,1,player,foot,1573.8336181640625,387.18585205078125,0.4098525047302246,0.1792527092827691,46.0,148.0,0.011979166666666667,0.06851851851851852,
64,2.6666666666666665,2,player,foot,2502.10791015625,464.9485168457031,0.6515906016031902,0.21525394298412182,75.0,162.0,0.01953125,0.075,
64,2.6666666666666665,3,ball,center,1647.5,399.0,0.4290364583333333,0.18472222222222223,21.0,22.0,0.00546875,0.010185185185185186,125.2836781069266
65,2.7083333333333335,0,player,foot,873.7238159179688,574.6521606445312,0.2275322437286377,0.26604266696506074,142.0,280.0,0.03697916666666667,0.12962962962962962,
65,2.7083333333333335,1,player,foot,1576.58349609375,387.1300964355469,0.4105686187744141,0.17922689649793838,45.0,148.0,0.01171875,0.06851851851851852,
65,2.7083333333333335,2,player,foot,2505.675537109375,465.86395263671875,0.6525196711222331,0.21567775585033275,78.0,161.0,0.0203125,0.07453703703703704,
65,2.7083333333333335,3,ball,center,1652.0,398.5,0.43020833333333336,0.18449074074074073,22.0,21.0,0.005729166666666666,0.009722222222222222,108.66462165764901
66,2.75,0,player,foot,872.606689453125,573.2564697265625,0.22724132537841796,0.26539651376229745,141.0,280.0,0.03671875,0.12962962962962962,
66,2.75,1,player,foot,1579.408447265625,386.79107666015625,0.41130428314208983,0.17906994289822048,52.0,145.0,0.013541666666666667,0.06712962962962964,
66,2.75,2,player,foot,2507.722900390625,466.5047607421875,0.6530528386433919,0.21597442626953126,78.0,157.0,0.0203125,0.07268518518518519,
66,2.75,3,ball,center,1656.5,397.0,0.43138020833333335,0.1837962962962963,21.0,22.0,0.00546875,0.010185185185185186,113.84199576606166
67,2.7916666666666665,0,player,foot,870.6246337890625,571.6795043945312,0.22672516504923504,0.2646664372196904,141.0,281.0,0.03671875,0.1300925925925926,
67,2.7916666666666665,1,player,foot,1592.1859130859375,386.55377197265625,0.4146317481994629,0.1789600796169705,50.0,145.0,0.013020833333333334,0.06712962962962964,
67,2.7916666666666665,2,player,foot,2509.30615234375,466.95330810546875,0.6534651438395183,0.21618208708586517,79.0,155.0,0.020572916666666666,0.07175925925925926,
67,2.7916666666666665,3,ball,center,1661.5,396.0,0.43268229166666666,0.18333333333333332,23.0,22.0,0.005989583333333334,0.010185185185185186,122.37646832622683
68,2.8333333333333335,0,player,foot,865.0372314453125,569.6756591796875,0.22527011235555014,0.2637387311017072,139.0,281.0,0.03619791666666667,0.1300925925925926,
68,2.8333333333333335,1,player,foot,1601.43017578125,386.38763427734375,0.4170391082763672,0.17888316401728876,49.0,141.0,0.012760416666666666,0.06527777777777778,
68,2.8333333333333335,2,player,foot,2510.1142578125,467.267333984375,0.6536755879720052,0.21632746943721065,73.0,156.0,0.019010416666666665,0.07222222222222222,
68,2.8333333333333335,3,ball,center,1666.0,395.5,0.43385416666666665,0.18310185185185185,22.0,21.0,0.005729166666666666,0.009722222222222222,108.66462165764901
69,2.875,0,player,foot,856.9260864257812,567.9729614257812,0.22315783500671388,0.26295044510452836,136.0,282.0,0.035416666666666666,0.13055555555555556,
69,2.875,1,player,foot,1608.5010986328125,387.1713562011719,0.41888049443562825,0.1792459982412833,54.0,144.0,0.0140625,0.06666666666666667,
69,2.875,2,player,foot,2508.580078125,467.7871398925781,0.6532760620117187,0.21656812032063802,68.0,158.0,0.017708333333333333,0.07314814814814814,
69,2.875,3,ball,center,1669.5,394.0,0.434765625,0.1824074074074074,25.0,22.0,0.006510416666666667,0.010185185185185186,91.3892772703669
70,2.9166666666666665,0,player,foot,847.6482543945312,566.7810668945312,0.22074173291524252,0.2623986420808015,134.0,283.0,0.034895833333333334,0.1310185185185185,
70,2.9166666666666665,1,player,foot,1612.850830078125,387.719970703125,0.4200132369995117,0.17949998643663195,54.0,142.0,0.0140625,0.06574074074074074,
70,2.9166666666666665,2,player,foot,2509.4560546875,468.1510009765625,0.6535041809082032,0.21673657452618633,62.0,161.0,0.016145833333333335,0.07453703703703704,
70,2.9166666666666665,3,ball,center,1672.5,389.5,0.435546875,0.18032407407407408,31.0,25.0,0.008072916666666667,0.011574074074074073,129.79984591670362
71,2.9583333333333335,0,player,foot,839.6537475585938,565.94677734375,0.2186598300933838,0.2620123969184028,129.0,283.0,0.03359375,0.1310185185185185,
71,2.9583333333333335,1,player,foot,1615.295654296875,387.50396728515625,0.42064990997314455,0.179399984854239,62.0,141.0,0.016145833333333335,0.06527777777777778,
71,2.9583333333333335,2,player,foot,2510.519287109375,468.7056884765625,0.6537810643513997,0.21699337429470486,57.0,164.0,0.01484375,0.07592592592592592,
71,2.9583333333333335,3,ball,center,1681.0,388.5,0.43776041666666665,0.1798611111111111,26.0,25.0,0.0067708333333333336,0.011574074074074073,205.40691322348428
72,3.0,0,player,foot,833.7576293945312,565.062744140625,0.21712438265482584,0.2616031222873264,126.0,282.0,0.0328125,0.13055555555555556,
72,3.0,1,player,foot,1618.2069091796875,387.65277099609375,0.4214080492655436,0.1794688754611545,76.0,142.0,0.019791666666666666,0.06574074074074074,
72,3.0,2,player,foot,2511.5634765625,469.99395751953125,0.6540529886881511,0.21758979514793114,58.0,169.0,0.015104166666666667,0.07824074074074074,
72,3.0,3,ball,center,1691.0,390.0,0.44036458333333334,0.18055555555555555,40.0,22.0,0.010416666666666666,0.010185185185185186,242.68498099388023
73,3.0416666666666665,0,player,foot,829.330322265625,564.4439086914062,0.21597143809000652,0.2613166243941696,122.0,282.0,0.03177083333333333,0.13055555555555556,
73,3.0416666666666665,1,player,foot,1642.5948486328125,388.05694580078125,0.42775907516479494,0.1796559934262876,95.0,144.0,0.024739583333333332,0.06666666666666667,
73,3.0416666666666665,2,player,foot,2513.494384765625,471.4957580566406,0.6545558293660482,0.21828507317437065,58.0,169.0,0.015104166666666667,0.07824074074074074,
73,3.0416666666666665,3,ball,center,1703.0,387.0,0.4434895833333333,0.17916666666666667,34.0,14.0,0.008854166666666666,0.006481481481481481,296.86360504447157
